ud,he,d,woman
0,9.8,1,1
0,9,1,1
0,27.4,1,1
0,6.25,1,1
0,19.24,1,1
0,13.42,1,1
0,20.925,1,1
0,19.1,1,1
0,10.325,1,1
7.846154,0,0,1
0,15.625,1,1
0,16.09091,1,1
0,13,1,1
0,20,1,1
0,9,1,1
0,27.5,1,1
0,26.925,1,1
0,33.3,1,1
0,19.225,1,1
0,27.6,1,1
0,33.65,1,1
0,27.6,1,1
0,33.65,1,1
0,18.54,1,1
0,18.84,1,1
0,12.4,1,1
0,22.6,1,1
0,12.5,1,1
0,27.7,1,1
0,4.671429,1,1
0,16.94,1,1
0,30.775,1,1
0,17.85714,1,1
0,15,1,1
0,21.35556,1,1
0,6.925,1,1
0,24.87,1,1
0,11.53333,1,1
0,22.125,1,1
0,28.45833,1,1
0,26.9,1,1
0,23.12,1,1
0,12.725,1,1
0,12,1,1
0,26.92,1,1
0,64.1,1,1
0,11.55,1,1
0,26.45,1,1
0,13.88571,1,1
0,20,1,1
0,28.85,1,1
0,15.25,1,1
0,19.975,1,1
0,29.15,1,1
0,19.7,1,1
0,5,1,1
0,19.24,1,1
0,50.63334,1,1
0,11.55,1,1
0,17.85714,1,1
0,10,1,1
0,14,1,1
0,16.76,1,1
0,24.62,1,1
0,15.375,1,1
0,22.22222,1,1
0,7,1,1
0,4.25,1,1
0,18.37778,1,1
0,25.4,1,1
0,15.225,1,1
0,29.11429,1,1
0,20,1,1
0,30,1,1
0,30,1,1
0,12.3,1,1
0,30.24,1,1
0,10.825,1,1
0,30.3,1,1
0,22.43333,1,1
0,44.08333,1,1
0,27.48571,1,1
0,13.9,1,1
0,28.82222,1,1
0,15.71429,1,1
0,22.5,1,1
0,22,1,1
0,20.38,1,1
0,26.45,1,1
0,32.05,1,1
0,19.225,1,1
0,9.222222,1,1
0,21.92105,1,1
0,29.72727,1,1
0,12.025,1,1
0,31.725,1,1
0,22.1,1,1
0,17,1,1
0,5,1,1
0,30,1,1
0,48.075,1,1
0,11.55,1,1
0,21.625,1,1
0,8.625,1,1
0,19.09524,1,1
0,9.4,1,1
0,21.625,1,1
0,18.5,1,1
0,21.625,1,1
0,21.625,1,1
0,15.14,1,1
0,20.98182,1,1
0,24.375,1,1
0,14.86667,1,1
0,28.85,1,1
0,23.4,1,1
0,11.18605,1,1
0,1.916667,1,1
0,17.08889,1,1
0,7.74,1,1
0,27.24,1,1
0,21.15,1,1
0,8,1,1
0,8,1,1
0,6.9,1,1
0,14,1,1
0,21.04762,1,1
0,15.375,1,1
0,21,1,1
0,20,1,1
0,21,1,1
0,13.45,1,1
0,6,1,1
0,15.71429,1,1
0,20.73684,1,1
0,18,1,1
0,20.675,1,1
0,23.75,1,1
0,15.38,1,1
0,15.625,1,1
0,9,1,1
0,19.05,1,1
0,15.88889,1,1
0,6.46,1,1
0,11.875,1,1
0,16.825,1,1
2.538461,0,0,1
0,38.46,1,1
0,7.5,1,1
0,19.225,1,1
0,18,1,1
0,19.7,1,1
0,12.53333,1,1
0,11.54286,1,1
0,20.2,1,1
0,39.08333,1,1
0,40.7,1,1
0,12.5,1,1
0,20.11429,1,1
0,20.09524,1,1
0,20.08889,1,1
0,10,1,1
0,6,1,1
0,21.97143,1,1
0,18,1,1
0,15,1,1
0,20,1,1
0,14,1,1
0,15.45,1,1
0,20,1,1
0,20,1,1
0,17.5,1,1
0,9.822222,1,1
0,20,1,1
0,23.075,1,1
0,20,1,1
0,19.62,1,1
5.769231,0,0,1
0,12,1,1
0,17.86,1,1
0,19.85,1,1
0,10,1,1
0,13.85,1,1
0,16.5,1,1
0,5.775,1,1
0,16.4,1,1
0,16.6,1,1
0,23.75,1,1
0,20.525,1,1
0,6.25,1,1
0,9.25,1,1
0,12.5,1,1
0,33.325,1,1
0,23.1,1,1
0,22.175,1,1
0,17.57143,1,1
0,23.075,1,1
0,13.52,1,1
0,13.85,1,1
0,13.46,1,1
0,15.88889,1,1
0,19.225,1,1
0,24.71428,1,1
0,19.23,1,1
0,12.5,1,1
0,7.5,1,1
0,3.9,1,1
0,9.375,1,1
0,19.225,1,1
0.9230769,0,0,1
0,15.875,1,1
0,17.8,1,1
0,20.34286,1,1
0,24.3,1,1
0,18.46667,1,1
0,9.625,1,1
0,18.275,1,1
0,9,1,1
0,19,1,1
0,19,1,1
0,18.76,1,1
0,3.631579,1,1
0,15,1,1
8.076923,0,0,1
0,7.7,1,1
0,18,1,1
0,6.8,1,1
0,19.14286,1,1
0,14.33333,1,1
0,22.86842,1,1
0,22,1,1
0,15.6,1,1
0,11.95556,1,1
0,13.45,1,1
0,27.5,1,1
0,18,1,1
0,18.62,1,1
0,18.51,1,1
0,11,1,1
0,20.2,1,1
0,32.97143,1,1
0,14.9,1,1
0,12.7,1,1
0,16.66667,1,1
0,7.56,1,1
0,18.45,1,1
0,38.46,1,1
0,18.35,1,1
0,2.65,1,1
0,21.26667,1,1
0,19.1,1,1
0,12.84,1,1
0,13.08,1,1
0,10.57,1,1
0,18.275,1,1
0,3.844445,1,1
0,12.5,1,1
0,21.625,1,1
0,19.225,1,1
0,18,1,1
0,4.9,1,1
0,21.5,1,1
0,10.76,1,1
0,20.93333,1,1
5.307693,0,0,1
0,17.68,1,1
0,20.825,1,1
0,11.3,1,1
0,18.29,1,1
0,14.2,1,1
0,7.5,1,1
0,10.825,1,1
0,15.06,1,1
0,17.3,1,1
0,19.55,1,1
0.4615385,0,0,1
0,13.85,1,1
0,17.4,1,1
0,17.33333,1,1
0,12.825,1,1
0,17.3,1,1
0,17.3,1,1
0,16.02,1,1
0,23.08,1,1
0,12,1,1
0,19.24,1,1
0,17.3,1,1
0,6.5,1,1
0,34.55882,1,1
0,18.03125,1,1
0,5.5,1,1
0,14.95556,1,1
0,17.3,1,1
0,10.58333,1,1
0,17.05455,1,1
0,11,1,1
0,17,1,1
0,10.1,1,1
0,10,1,1
0,29.15,1,1
0,5.454545,1,1
0,10,1,1
0,17.09091,1,1
0,5,1,1
0,5.5,1,1
0,16.825,1,1
0,10.85,1,1
0,13.225,1,1
0,13.4,1,1
0,10,1,1
0,14.44444,1,1
0,16,1,1
0,16.825,1,1
0,15,1,1
0,36.05,1,1
0,7.5,1,1
0,18.03125,1,1
0,20.88,1,1
0,27.075,1,1
0,22.6,1,1
0,13.75,1,1
0,16.25,1,1
0,9.225,1,1
0,14.76,1,1
4.846154,0,0,1
0,16.16,1,1
0,3.844445,1,1
0,16.15,1,1
0,18.75,1,1
0,12,1,1
0,10,1,1
0,7.68,1,1
0,17.08889,1,1
0,7.72,1,1
0,23.06,1,1
0,10,1,1
0,10,1,1
0,16.5,1,1
0,19.05,1,1
0,12,1,1
0,27.23333,1,1
0,12.025,1,1
0,9.9,1,1
0,23,1,1
0,25.76,1,1
0,24.525,1,1
0,9.6,1,1
0,22.125,1,1
0,18.75,1,1
0,15.68889,1,1
0,25.95,1,1
0,10.175,1,1
0,8.4,1,1
0,20,1,1
0,64,1,1
0,12.18,1,1
0,64.1,1,1
0,14.73214,1,1
0,25.96154,1,1
0,42.73333,1,1
0,6.83,1,1
0,26.91429,1,1
0,4.75,1,1
0,14.425,1,1
0,12.025,1,1
0,18.84,1,1
0,12,1,1
0,13.275,1,1
0.9230769,0,0,1
0,15.37143,1,1
0,22,1,1
0,16.92,1,1
0,15.22917,1,1
0,12.25,1,1
0,15.18421,1,1
0,21,1,1
0,22.825,1,1
0,15.125,1,1
0,17.14286,1,1
0,1.368421,1,1
0,10.88,1,1
0,15,1,1
0,15.375,1,1
1.846154,0,0,1
0,13.8,1,1
0,15,1,1
0,5.285714,1,1
0,19.225,1,1
0,9,1,1
0,23.94737,1,1
0,21.35714,1,1
0,16.825,1,1
0,15,1,1
0,13.45,1,1
0,9,1,1
0,12.975,1,1
0,12.025,1,1
0,16.77,1,1
0,14.9,1,1
0,16.825,1,1
0,7.54,1,1
0,10.25,1,1
0,7.88,1,1
0,14.84375,1,1
0,21.15,1,1
0,7,1,1
0,16.15,1,1
0,23.71,1,1
0,22.35,1,1
0,14.425,1,1
0,10.5,1,1
0,14.5,1,1
0,14.44444,1,1
0,12.81667,1,1
0,17.27,1,1
0,14.425,1,1
0,12.6,1,1
0,15,1,1
0,27.4,1,1
0,12,1,1
0,11.3,1,1
0,27.4,1,1
0,26.925,1,1
0,14.4,1,1
0,15.4,1,1
0,14.375,1,1
0,20,1,1
0,26.27027,1,1
0,18.275,1,1
0,12.025,1,1
0,10,1,1
0,10.1,1,1
0,26.9,1,1
0,27.7,1,1
0,7.5,1,1
0,19.225,1,1
0,20,1,1
0,34.625,1,1
0,1,1,1
0,7,1,1
0,14,1,1
0,19.225,1,1
0,14.9,1,1
0,17.1,1,1
0,10.1,1,1
0,13.24444,1,1
0,13.18571,1,1
0,32.125,1,1
0,10.5,1,1
0,13.9,1,1
0,10.825,1,1
0,18.75,1,1
0,15,1,1
0,24.47273,1,1
0,8,1,1
0,11.55,1,1
0,13.84,1,1
0,19.22222,1,1
0,6.85,1,1
0,12.5,1,1
2.076923,0,0,1
0,25.64444,1,1
0,17.3,1,1
0,6.5,1,1
0,27.51111,1,1
0,13.52,1,1
0,19.23333,1,1
0,30,1,1
0,9,1,1
0,13.25,1,1
0,10.71429,1,1
0,18.71,1,1
0,13.45,1,1
0,11.64865,1,1
0,23.7,1,1
0,15.38333,1,1
0,25,1,1
0,20.425,1,1
0,8.65,1,1
0,13.24444,1,1
0,11.55,1,1
0,12.5,1,1
0,11.63077,1,1
0,27.3,1,1
0,20.51111,1,1
0,7.533333,1,1
0,12.75,1,1
0,13,1,1
0,12.975,1,1
0,12.825,1,1
0,14.425,1,1
0,14.9,1,1
3.923077,0,0,1
0,7.05,1,1
0,12.8,1,1
0,12.5,1,1
0,12.725,1,1
0,1,1,1
0,10.26667,1,1
0,20.2,1,1
0,15.375,1,1
0,20.85,1,1
0,19.23,1,1
0,7,1,1
0,14.9,1,1
0,12.67,1,1
0,13.55,1,1
0,13.94,1,1
0,10,1,1
0,34.96363,1,1
0,12.5,1,1
0,12.5,1,1
0,7,1,1
0,8,1,1
0,12.5,1,1
0,38.46,1,1
0,17.02857,1,1
0,12.39,1,1
0,22.125,1,1
0,15,1,1
0,20.775,1,1
0,10.39,1,1
0,27.7,1,1
0,8,1,1
0,16.25,1,1
0,22.575,1,1
0,27.68,1,1
0,12.08571,1,1
0,12.025,1,1
0,15.3,1,1
0,15.91111,1,1
0,14.95556,1,1
0,12.025,1,1
0,16.01667,1,1
0,17.58,1,1
0,7.675,1,1
0,12,1,1
0,12.5,1,1
0,19.22222,1,1
0,12,1,1
0,19.25,1,1
0,24.05,1,1
0,7.25,1,1
0,38.45,1,1
0,26.45,1,1
0,21.625,1,1
0,30.76,1,1
0,23.26154,1,1
0,25.475,1,1
0,15.35,1,1
0,18.5,1,1
0,14,1,1
0,9.225,1,1
0,9.5,1,1
0,18.425,1,1
0,4.25,1,1
0,9.177778,1,1
0,38.45,1,1
0,10.47273,1,1
0,14.86,1,1
0,11.28889,1,1
0,18.275,1,1
0,15.38,1,1
0,30,1,1
0,15.675,1,1
0,20,1,1
0,11,1,1
0,7.5,1,1
0,11.125,1,1
0,18,1,1
0,13.2,1,1
0,15.88889,1,1
0,11,1,1
0,24,1,1
0,17.5,1,1
0,13.95,1,1
0,12.7,1,1
0,10.76,1,1
0,13.46,1,1
0,12.74,1,1
0,15.06,1,1
0,18.29,1,1
0,7.6,1,1
0,10.5,1,1
0.4615385,0,0,1
0,14.425,1,1
0,14.22,1,1
0,19,1,1
0,25.42553,1,1
0,42.73333,1,1
0,16.825,1,1
0,10.225,1,1
0,16.825,1,1
0,27.625,1,1
0,6.666667,1,1
0,10.1,1,1
0,15.7,1,1
0,26.925,1,1
0,16.03333,1,1
0,10,1,1
0,17.3,1,1
0,25.95,1,1
0,17.3,1,1
0,20.6,1,1
0,24.47273,1,1
0,45,1,1
0,10,1,1
0,12.3,1,1
0,9.822222,1,1
0,22,1,1
0,6.46,1,1
0,15.6,1,1
0,14.11111,1,1
0,22.51,1,1
0,10,1,1
0,12.33,1,1
0,5,1,1
0,21.15,1,1
0,12,1,1
0.4615385,0,0,1
0,9.909091,1,1
0,27.48571,1,1
0,64.08334,1,1
0,9.8,1,1
0,14.475,1,1
0,9.75,1,1
0,19.24,1,1
0,13.275,1,1
0,15.8,1,1
0,12.5,1,1
0,12.23636,1,1
0,20.2,1,1
0,9.5,1,1
0,26.425,1,1
0,15.38,1,1
0,15,1,1
0,11.92,1,1
0,9.25,1,1
0,19.25,1,1
0,20,1,1
0,25.89189,1,1
0,20.23684,1,1
0,9.125,1,1
0,34.17778,1,1
0,11.55,1,1
0,14.425,1,1
0,8.9,1,1
0,27.4,1,1
0,15,1,1
0,27.66,1,1
0,14,1,1
0,8.888889,1,1
0,10.24444,1,1
0,6.025,1,1
0,19,1,1
0,9,1,1
0,20,1,1
0,21,1,1
0,13.775,1,1
0,13.7,1,1
0,20.2,1,1
0,25.35,1,1
0,9,1,1
0,31.31579,1,1
0,11.53333,1,1
0,8.175,1,1
0,13.75,1,1
0,12,1,1
0,17,1,1
0,8,1,1
0,15.37143,1,1
0,8,1,1
0,5,1,1
0,24.35556,1,1
0,13.45,1,1
0,8,1,1
0,13.95,1,1
0,7.96,1,1
0,32.3,1,1
0,7.5,1,1
0,7.7,1,1
0,16,1,1
0,12.4,1,1
0,15.25,1,1
0,9.62,1,1
0,7.54,1,1
0,22.72727,1,1
0,8.9,1,1
0,7.5,1,1
0,7.7,1,1
0,7.29,1,1
0,7.5,1,1
0,15,1,1
0,36,1,1
0,29.58462,1,1
0,7.21875,1,1
0,7.2125,1,1
0,15.3,1,1
0,19.625,1,1
0,13,1,1
0,7.03,1,1
0,29.91111,1,1
0,14.95556,1,1
0,7,1,1
0,18,1,1
0,24.71428,1,1
0,7,1,1
0,24.375,1,1
0,7,1,1
0,7,1,1
0,15.92,1,1
0,18,1,1
0,24,1,1
0,8.65,1,1
0,20.125,1,1
0,11.76923,1,1
0,11.875,1,1
0,6.666667,1,1
0,15,1,1
0,6.6,1,1
0,6.59,1,1
0,9,1,1
0,10.375,1,1
0,14.62,1,1
0,12,1,1
0,6.46,1,1
0,4.25,1,1
0,3.844445,1,1
0,17.3,1,1
0,6,1,1
0,13.225,1,1
0,28.825,1,1
0,6,1,1
0,9.63,1,1
0,24.5,1,1
0,5.75,1,1
0,34,1,1
0,14.62,1,1
0,5.5,1,1
0,19.225,1,1
0,14.5,1,1
0,5.5,1,1
0,10.25,1,1
0,5.35,1,1
0,21.62162,1,1
0,3.285714,1,1
0,16.25,1,1
9,0,0,1
0,5.092105,1,1
0,10,1,1
0,11,1,1
0,16,1,1
9,0,0,1
0,17.3,1,1
0,10,1,1
0,5,1,1
0,5,1,1
0,20.88571,1,1
0,7,1,1
0,4.5,1,1
0,4.35,1,1
0,25.31579,1,1
0,7.68,1,1
0,11.21,1,1
0,22.51429,1,1
0,10.66667,1,1
0,20,1,1
0,11.48,1,1
0,6.46,1,1
0,9.79,1,1
0,12.3,1,1
0,22.18,1,1
0,1.675,1,1
0,9.62,1,1
4.615385,0,0,1
0.2307692,0,0,1
